Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,Previous Defaults,Marital Status Change,Risk Rating
50,Non-binary,High School,Widowed,62936.0,,9590.0,Business,Employed,15,Fair,0.180714477270957,288238.0,0.0,,2,Medium
62,Non-binary,Master's,Widowed,119186.0,606.0,12242.0,Business,Employed,1,Good,0.4878739096829256,,2.0,3.0,1,Low
39,Female,Master's,Widowed,109971.0,642.0,11101.0,Auto,Self-employed,2,Good,0.3072177611029532,248910.0,3.0,0.0,2,Medium
39,Male,High School,Divorced,77435.0,761.0,24460.0,Home,Self-employed,16,Fair,0.4389222487612231,205099.0,3.0,,2,Low
41,Male,High School,Single,,717.0,39901.0,Auto,Self-employed,1,Good,0.5349405136173581,65842.0,4.0,3.0,2,Medium
56,Female,Master's,Divorced,,798.0,28548.0,Home,Unemployed,18,Good,0.240702077826933,142891.0,2.0,4.0,0,Low
59,Male,PhD,Single,61384.0,602.0,8705.0,Personal,Unemployed,11,Fair,0.3763799612075739,111061.0,0.0,1.0,2,Medium
45,Non-binary,Bachelor's,Single,37833.0,,7812.0,Personal,Self-employed,15,Fair,0.3389532706008983,212871.0,2.0,0.0,2,Low
23,Male,High School,Divorced,94108.0,679.0,15446.0,Home,Self-employed,16,Excellent,0.4967399352127695,,,3.0,1,Medium
38,Female,PhD,Single,50976.0,758.0,30249.0,Personal,Self-employed,15,Fair,0.4720854737546901,74247.0,0.0,3.0,0,Medium
65,Non-binary,PhD,Widowed,90854.0,,30911.0,Home,Self-employed,10,Excellent,0.2605172204945557,68532.0,2.0,4.0,2,Low
37,Non-binary,Master's,Single,73276.0,604.0,,Home,Self-employed,0,Poor,0.5130461389303931,105210.0,3.0,,0,Low
45,Non-binary,PhD,Single,,679.0,45698.0,Business,Unemployed,3,Excellent,0.2623286171831299,232976.0,2.0,0.0,1,Low
27,Female,PhD,Single,65939.0,666.0,44709.0,Personal,Employed,13,Fair,0.4152898693757908,287549.0,0.0,,2,Medium
41,Female,Bachelor's,Single,,646.0,,Home,Employed,14,Fair,0.3512305378436887,272604.0,3.0,1.0,0,Low
56,Male,Master's,Widowed,70833.0,616.0,37769.0,Auto,Unemployed,1,Good,0.1361962266700886,124906.0,1.0,,1,Low
40,Non-binary,High School,Divorced,24487.0,650.0,,Home,Self-employed,4,Good,0.2750307329043394,,4.0,1.0,1,Low
44,Non-binary,Master's,Widowed,67924.0,750.0,27691.0,Personal,Employed,12,Excellent,0.2581627115753092,,4.0,3.0,0,Low
50,Female,PhD,Single,28806.0,766.0,48095.0,Home,Unemployed,19,Good,0.1231097624827804,,0.0,0.0,2,Medium
66,Female,High School,Divorced,30543.0,660.0,39489.0,Business,Unemployed,1,Good,0.3129299318798858,,1.0,3.0,1,Medium
54,Female,Bachelor's,Widowed,109856.0,623.0,49010.0,Business,Unemployed,17,Fair,0.1161639293342414,89766.0,0.0,1.0,0,Medium
32,Female,Bachelor's,Single,110287.0,757.0,7706.0,Personal,Self-employed,5,Excellent,0.4172291999987068,152010.0,1.0,0.0,0,High
56,Non-binary,High School,Married,63262.0,646.0,,Auto,Unemployed,8,Fair,0.3959556531505567,69522.0,,,0,Low
36,Male,Bachelor's,Married,118698.0,651.0,45407.0,Home,Unemployed,11,Good,0.486929394866968,96744.0,1.0,4.0,0,High
59,Non-binary,High School,Divorced,95922.0,695.0,45784.0,Home,Self-employed,13,Excellent,0.5322114362808965,55374.0,,3.0,0,Low
39,Male,PhD,Single,79784.0,720.0,40399.0,Personal,Employed,6,Fair,0.1842167738632834,177132.0,3.0,2.0,2,Low
33,Non-binary,Bachelor's,Married,68425.0,766.0,6516.0,Business,Self-employed,19,Fair,0.157238545930737,128245.0,3.0,4.0,2,Low
30,Male,Master's,Divorced,56996.0,,22736.0,Auto,Self-employed,18,Fair,0.246428418902523,210365.0,4.0,2.0,1,Low
59,Female,High School,Widowed,22928.0,748.0,24367.0,Business,Unemployed,5,Fair,0.1289405097923621,287590.0,3.0,3.0,1,Low
57,Male,High School,Divorced,,739.0,17710.0,Auto,Employed,15,Excellent,0.2498262394999226,158173.0,1.0,2.0,0,Low
30,Non-binary,High School,Single,71322.0,646.0,8141.0,Business,Self-employed,0,Poor,0.5794181919555796,161036.0,3.0,1.0,2,Low
38,Female,Bachelor's,Widowed,,772.0,,Personal,Employed,11,Poor,0.3117524055484054,218662.0,4.0,4.0,2,High
53,Female,Bachelor's,Widowed,58852.0,779.0,12381.0,Business,Unemployed,11,Good,0.5788082411098612,113306.0,,2.0,2,Medium
33,Male,High School,Single,107320.0,,40617.0,Business,Employed,7,Fair,0.4251709276566077,36958.0,1.0,0.0,1,Medium
22,Male,PhD,Single,59883.0,606.0,28399.0,Home,Self-employed,14,Excellent,0.3341678725835371,125137.0,,2.0,1,High
28,Non-binary,Bachelor's,Widowed,105799.0,605.0,42630.0,Business,Employed,14,Poor,0.366059111123157,137469.0,0.0,,0,High
35,Non-binary,PhD,Divorced,96068.0,605.0,16223.0,Personal,Self-employed,11,Poor,0.5481794900236134,233059.0,2.0,0.0,1,Low
18,Non-binary,Bachelor's,Single,69153.0,773.0,12945.0,Personal,Unemployed,8,Good,0.241280844155005,62421.0,2.0,0.0,1,Low
68,Non-binary,Bachelor's,Divorced,89278.0,737.0,25257.0,Auto,Employed,12,Fair,0.1175672292115096,105821.0,2.0,2.0,1,Low
34,Non-binary,PhD,Married,108228.0,772.0,41210.0,Personal,Employed,5,Fair,0.152724434042442,95283.0,,4.0,0,High
54,Female,High School,Single,44887.0,710.0,33750.0,Auto,Unemployed,13,Good,0.1636651522712369,103937.0,0.0,1.0,2,Medium
69,Non-binary,Bachelor's,Single,39290.0,,10440.0,Business,Unemployed,4,Good,0.4181081465152313,84759.0,4.0,0.0,1,Low
33,Female,Master's,Widowed,61457.0,,,Business,Employed,11,Poor,0.3133533825712057,125317.0,3.0,3.0,0,Low
60,Female,Master's,Divorced,52481.0,,19064.0,Auto,Unemployed,3,Good,0.5783672441384219,97275.0,2.0,4.0,1,Medium
28,Male,Bachelor's,Married,24112.0,622.0,5916.0,Auto,Self-employed,12,Fair,0.423824116904157,98886.0,4.0,3.0,0,Low
44,Female,Bachelor's,Married,,760.0,42218.0,Personal,Employed,7,Poor,0.5304187817192427,,2.0,0.0,2,Low
68,Female,High School,Widowed,73238.0,784.0,17721.0,Personal,Self-employed,9,Excellent,0.2877629943964839,,4.0,2.0,0,Low
52,Female,Bachelor's,Widowed,47460.0,738.0,36548.0,Personal,Self-employed,11,Fair,0.3330678098485973,174784.0,0.0,1.0,1,Low
24,Female,Bachelor's,Single,35642.0,692.0,46449.0,Personal,Self-employed,13,Good,0.2983754514796694,65949.0,2.0,2.0,0,Medium
68,Male,Bachelor's,Single,76632.0,733.0,17564.0,Business,Employed,15,Good,0.1797066682504272,262864.0,4.0,,0,Medium
35,Female,Bachelor's,Widowed,100589.0,622.0,24970.0,Personal,Self-employed,4,Fair,0.346351913408777,163278.0,1.0,0.0,0,Low
42,Male,High School,Married,,797.0,48415.0,Personal,Unemployed,8,Poor,0.3604221298032171,208434.0,,0.0,1,High
45,Female,High School,Widowed,110450.0,672.0,37521.0,Business,Self-employed,12,Good,0.3128712810746565,291155.0,3.0,0.0,2,Low
19,Male,High School,Single,21511.0,648.0,34898.0,Home,Unemployed,7,Excellent,0.2216574959629559,224034.0,0.0,3.0,2,Low
67,Female,Master's,Divorced,61191.0,794.0,45425.0,Home,Unemployed,19,Excellent,0.3648869732583235,252253.0,3.0,,2,Low
40,Female,High School,Single,99251.0,782.0,31047.0,Home,Self-employed,10,Excellent,0.3564545855220896,129980.0,4.0,2.0,0,Low
29,Female,Master's,Single,70478.0,731.0,11722.0,Personal,Unemployed,15,Excellent,0.4764132825640524,131944.0,3.0,,2,Low
56,Female,PhD,Single,74457.0,716.0,5579.0,Home,Employed,15,Fair,0.2904806029438771,151909.0,4.0,0.0,2,Medium
21,Non-binary,High School,Widowed,,787.0,40720.0,Home,Employed,12,Poor,0.5824116498446941,254542.0,0.0,3.0,1,Low
64,Male,Bachelor's,Single,30006.0,714.0,11984.0,Personal,Self-employed,2,Good,0.2379347128350543,72412.0,,2.0,1,Low
56,Female,Master's,Married,110975.0,759.0,,Personal,Employed,12,Fair,0.1417686404519289,188132.0,0.0,3.0,0,Medium
61,Female,High School,Widowed,,645.0,12918.0,Home,Self-employed,19,Fair,0.4477497837132995,190447.0,1.0,2.0,1,Low
22,Non-binary,PhD,Married,83967.0,638.0,48543.0,Personal,Unemployed,0,Excellent,0.4198288253007182,278594.0,2.0,,1,Low
59,Male,High School,Married,49999.0,,,Business,Self-employed,9,Fair,0.2387486557378787,251752.0,3.0,4.0,0,Medium
57,Female,High School,Divorced,47967.0,772.0,27013.0,Business,Self-employed,18,Excellent,0.148973883796255,187965.0,4.0,4.0,1,Low
69,Male,Bachelor's,Married,68985.0,664.0,,Business,Self-employed,13,Poor,0.3705233069815363,,0.0,,2,Low
28,Non-binary,Bachelor's,Married,23447.0,,45754.0,Personal,Unemployed,12,Fair,0.5596031133751835,294761.0,0.0,1.0,1,Low
27,Non-binary,PhD,Single,64830.0,600.0,40569.0,Home,Unemployed,3,Excellent,0.1308846692871843,211298.0,2.0,0.0,1,Low
52,Female,Master's,Widowed,80064.0,,28938.0,Home,Employed,7,Excellent,0.1308185773722741,,0.0,3.0,2,Medium
27,Non-binary,PhD,Married,88172.0,743.0,47691.0,Auto,Self-employed,12,Fair,0.1810703120192255,,2.0,4.0,1,Low
32,Male,High School,Widowed,58333.0,,10294.0,Auto,Unemployed,4,Poor,0.2913963281766969,291550.0,2.0,0.0,0,Low
24,Female,High School,Divorced,90560.0,607.0,20984.0,Business,Unemployed,14,Poor,0.4534386311569364,133198.0,0.0,0.0,2,Low
53,Non-binary,Bachelor's,Married,32332.0,760.0,36401.0,Home,Employed,10,Poor,0.405279107152681,86883.0,1.0,4.0,0,High
24,Male,High School,Widowed,105517.0,,28596.0,Business,Employed,6,Excellent,0.5057346595516904,240507.0,2.0,4.0,0,Low
51,Female,PhD,Divorced,56679.0,699.0,6912.0,Business,Employed,10,Poor,0.5291809184079633,120052.0,1.0,4.0,0,Low
61,Male,PhD,Widowed,98062.0,,15628.0,Personal,Employed,7,Excellent,0.5415799889674445,86903.0,3.0,4.0,0,Low
33,Non-binary,Master's,Single,102331.0,709.0,45271.0,Home,Self-employed,1,Good,0.4155962778047621,214082.0,3.0,4.0,0,Medium
34,Non-binary,High School,Widowed,116319.0,617.0,45914.0,Business,Unemployed,17,Fair,0.5636318241255919,30559.0,4.0,,2,Low
66,Female,Master's,Widowed,,771.0,37823.0,Home,Self-employed,18,Excellent,0.5303900805269004,203288.0,2.0,2.0,1,Low
43,Male,PhD,Divorced,94635.0,609.0,21767.0,Home,Employed,4,Fair,0.5152708399361717,,0.0,0.0,0,Medium
65,Female,Master's,Single,31423.0,794.0,47376.0,Personal,Self-employed,2,Poor,0.4055814240806037,86921.0,4.0,4.0,2,High
60,Non-binary,Master's,Widowed,22925.0,756.0,41123.0,Auto,Unemployed,3,Good,0.4548682237209537,61052.0,0.0,3.0,1,Low
68,Male,Bachelor's,Divorced,97260.0,,9119.0,Business,Employed,14,Excellent,0.5012181365806196,120571.0,0.0,0.0,2,Medium
45,Female,PhD,Divorced,92089.0,675.0,,Business,Unemployed,16,Poor,0.3672589043741274,129729.0,4.0,,1,Low
37,Non-binary,PhD,Divorced,86403.0,748.0,13172.0,Personal,Employed,18,Poor,0.4161101640396352,234607.0,4.0,1.0,2,High
59,Female,Bachelor's,Widowed,68225.0,,42804.0,Business,Employed,16,Excellent,0.2219422933233395,67601.0,0.0,4.0,1,Low
54,Male,Bachelor's,Married,45836.0,788.0,,Business,Unemployed,3,Poor,0.153347571653899,199594.0,0.0,2.0,1,High
30,Male,High School,Married,65909.0,,45503.0,Auto,Employed,8,Fair,0.3746299906669822,57304.0,,2.0,0,Medium
47,Female,PhD,Married,52632.0,791.0,34011.0,Personal,Self-employed,1,Fair,0.13306171353871,194753.0,0.0,2.0,1,Low
40,Non-binary,PhD,Divorced,25164.0,693.0,19410.0,Personal,Unemployed,14,Good,0.3738611313035767,183796.0,0.0,1.0,0,High
52,Female,Master's,Widowed,74567.0,630.0,17886.0,Personal,Employed,2,Fair,0.1279851888181898,243505.0,,4.0,0,Low
63,Non-binary,PhD,Divorced,56397.0,705.0,22936.0,Auto,Employed,14,Excellent,0.3653757040177325,91142.0,0.0,,2,Medium
29,Female,Bachelor's,Divorced,25004.0,658.0,47315.0,Auto,Employed,13,Excellent,0.5564659023870052,172169.0,0.0,3.0,1,Low
45,Non-binary,High School,Widowed,41038.0,770.0,9932.0,Personal,Unemployed,15,Poor,0.2061194498419208,26127.0,1.0,0.0,1,Low
29,Male,High School,Single,50632.0,731.0,,Business,Unemployed,11,Poor,0.4973596028276038,69606.0,0.0,,1,Low
34,Male,PhD,Married,107099.0,,33634.0,Home,Employed,13,Good,0.3403993144452789,266674.0,0.0,0.0,0,Low
51,Female,High School,Divorced,91942.0,613.0,39126.0,Home,Self-employed,10,Fair,0.1219443012786647,20640.0,0.0,4.0,1,Low
49,Non-binary,PhD,Divorced,104963.0,738.0,24679.0,Auto,Self-employed,4,Excellent,0.3266957464260355,134944.0,,4.0,1,Low
57,Male,High School,Single,26259.0,612.0,20732.0,Business,Unemployed,6,Fair,0.5455542569562675,176450.0,,4.0,0,Low
35,Non-binary,Master's,Widowed,119059.0,678.0,35374.0,Personal,Self-employed,6,Fair,0.1215414343726397,63041.0,3.0,4.0,2,Low
42,Female,Bachelor's,Widowed,108279.0,659.0,,Auto,Unemployed,3,Poor,0.4129915033787656,122537.0,,0.0,1,Low
56,Non-binary,Bachelor's,Married,,662.0,30322.0,Home,Unemployed,7,Excellent,0.5783418608227198,,3.0,1.0,1,Low
26,Male,Master's,Widowed,117557.0,781.0,42595.0,Auto,Self-employed,16,Excellent,0.5529322074776823,,3.0,2.0,0,Low
56,Female,Bachelor's,Single,63030.0,675.0,7081.0,Personal,Unemployed,6,Fair,0.1055801527406718,,0.0,0.0,2,Low
43,Female,Master's,Single,107187.0,755.0,46539.0,Auto,Self-employed,19,Good,0.2638041031038978,,4.0,3.0,1,Low
43,Male,Master's,Single,42426.0,,37215.0,Business,Unemployed,5,Excellent,0.368532580042143,175148.0,3.0,3.0,2,Low
21,Non-binary,Bachelor's,Widowed,,646.0,22722.0,Home,Employed,2,Fair,0.4736071035152785,134188.0,4.0,0.0,0,Low
21,Female,PhD,Married,40709.0,,39760.0,Business,Self-employed,3,Poor,0.1293725681289142,136764.0,2.0,4.0,2,Low
44,Non-binary,Bachelor's,Divorced,,782.0,,Auto,Employed,11,Excellent,0.1566191331242955,,4.0,2.0,1,Low
31,Female,High School,Single,48639.0,718.0,20500.0,Home,Unemployed,8,Fair,0.1699159160016485,25539.0,2.0,,2,Low
43,Male,Master's,Widowed,114315.0,701.0,39955.0,Home,Employed,7,Good,0.1262956660465834,,4.0,0.0,0,Low
27,Male,Master's,Single,72062.0,639.0,22235.0,Auto,Unemployed,3,Good,0.1257690312649531,256491.0,,2.0,2,Low
28,Non-binary,Master's,Married,63098.0,634.0,15964.0,Business,Self-employed,16,Fair,0.2280652968053919,57722.0,0.0,1.0,2,Low
63,Female,Master's,Married,66517.0,712.0,43728.0,Auto,Employed,13,Poor,0.1090446742604829,184078.0,2.0,0.0,0,High
58,Female,High School,Divorced,40325.0,614.0,43724.0,Business,Unemployed,17,Excellent,0.4594159487802647,153507.0,0.0,2.0,2,Low
49,Non-binary,PhD,Divorced,59420.0,702.0,32207.0,Business,Employed,3,Fair,0.554755381343999,236029.0,,0.0,0,Low
54,Male,Bachelor's,Married,51253.0,716.0,31877.0,Auto,Self-employed,0,Fair,0.4565274798459454,197780.0,2.0,,2,Low
49,Male,Master's,Widowed,55950.0,707.0,26241.0,Home,Unemployed,1,Fair,0.490763667454159,31950.0,0.0,4.0,1,Low
66,Female,High School,Married,45293.0,,18988.0,Auto,Unemployed,10,Good,0.5181495956827117,178140.0,2.0,0.0,0,Low
38,Male,High School,Married,73595.0,730.0,23565.0,Personal,Unemployed,16,Poor,0.436185115613307,219068.0,2.0,2.0,1,Low
37,Female,PhD,Single,45059.0,756.0,13201.0,Auto,Unemployed,14,Poor,0.2173867021925531,227126.0,,1.0,0,Low
54,Female,Bachelor's,Married,97169.0,611.0,48803.0,Business,Self-employed,9,Fair,0.562792579145284,185319.0,0.0,0.0,0,Low
34,Female,Bachelor's,Widowed,105639.0,641.0,,Personal,Employed,19,Excellent,0.111150764052736,23374.0,,,1,Medium
24,Male,High School,Divorced,52400.0,651.0,9502.0,Business,Unemployed,10,Poor,0.5929143069624913,38936.0,1.0,,0,Low
59,Male,High School,Divorced,75262.0,623.0,29532.0,Auto,Employed,5,Fair,0.57301562206125,25643.0,2.0,3.0,2,Low
34,Non-binary,PhD,Married,33806.0,675.0,38472.0,Personal,Unemployed,16,Good,0.5961189217846956,28587.0,3.0,3.0,0,High
29,Non-binary,Master's,Widowed,118330.0,724.0,32865.0,Business,Unemployed,3,Fair,0.1813637785422266,282738.0,4.0,3.0,0,High
63,Male,Bachelor's,Divorced,109521.0,,10886.0,Business,Self-employed,16,Poor,0.2337327729173315,51674.0,4.0,3.0,1,Low
32,Male,PhD,Widowed,100912.0,739.0,14074.0,Home,Unemployed,18,Poor,0.1488514503948243,123831.0,2.0,,2,Medium
55,Male,High School,Married,119805.0,756.0,48899.0,Auto,Unemployed,9,Fair,0.157177738590201,28285.0,3.0,4.0,2,Low
23,Male,PhD,Single,88024.0,649.0,21416.0,Business,Employed,8,Poor,0.3453188997402517,73897.0,2.0,,1,Medium
59,Male,Bachelor's,Divorced,102036.0,759.0,45662.0,Home,Unemployed,0,Poor,0.3376078293460978,84736.0,4.0,4.0,1,Low
46,Non-binary,High School,Widowed,,714.0,8920.0,Auto,Unemployed,2,Excellent,0.431057063040388,275713.0,4.0,3.0,2,Medium
35,Non-binary,PhD,Married,26405.0,,20201.0,Personal,Employed,13,Poor,0.5853113070633372,221816.0,,1.0,0,Medium
36,Non-binary,Bachelor's,Widowed,70500.0,730.0,45994.0,Home,Employed,17,Poor,0.2486527308470855,225188.0,2.0,,2,Low
48,Male,Bachelor's,Divorced,48205.0,672.0,5837.0,Home,Self-employed,5,Excellent,0.5835106126926118,119229.0,3.0,0.0,1,Low
59,Male,Bachelor's,Divorced,49810.0,,14914.0,Home,Self-employed,12,Poor,0.515670874349525,65926.0,1.0,1.0,2,Low
69,Male,Bachelor's,Single,38982.0,768.0,45039.0,Home,Employed,3,Good,0.1946225368853949,279361.0,2.0,1.0,2,High
23,Female,Master's,Single,107073.0,643.0,36793.0,Business,Unemployed,19,Excellent,0.3758336003859942,114280.0,1.0,0.0,1,Low
61,Female,Master's,Married,,705.0,20684.0,Business,Unemployed,4,Excellent,0.4985657133264636,57342.0,1.0,2.0,1,Low
25,Female,Master's,Married,,601.0,24059.0,Personal,Employed,15,Poor,0.5948470452346706,55714.0,1.0,3.0,1,High
59,Non-binary,PhD,Single,28947.0,603.0,40014.0,Auto,Self-employed,11,Excellent,0.3427612428066511,275532.0,,1.0,2,High
25,Male,Master's,Single,102455.0,,38958.0,Home,Unemployed,8,Good,0.5053718708829679,140216.0,3.0,3.0,0,Low
47,Female,High School,Divorced,35144.0,753.0,32728.0,Business,Self-employed,1,Fair,0.1812887153074746,157108.0,,2.0,1,Medium
60,Non-binary,PhD,Married,22838.0,,40169.0,Home,Unemployed,9,Excellent,0.3208600466414312,166333.0,1.0,0.0,1,Medium
19,Female,High School,Single,107049.0,707.0,,Personal,Employed,7,Fair,0.3663225836473377,265250.0,,1.0,1,Low
61,Male,Bachelor's,Widowed,34306.0,616.0,24453.0,Business,Employed,14,Poor,0.1826373278091179,60378.0,1.0,3.0,2,Low
47,Female,High School,Widowed,51368.0,729.0,5082.0,Personal,Unemployed,0,Fair,0.3287174007549159,151402.0,1.0,1.0,2,Low
23,Female,Bachelor's,Widowed,64067.0,669.0,,Home,Unemployed,9,Excellent,0.4225562660586446,298062.0,,3.0,0,Low
33,Male,Bachelor's,Divorced,31817.0,670.0,27424.0,Personal,Unemployed,6,Good,0.5124941245636528,280081.0,2.0,1.0,0,Medium
52,Female,PhD,Divorced,25000.0,759.0,5464.0,Business,Unemployed,17,Excellent,0.495622195594353,188604.0,2.0,4.0,2,Low
34,Non-binary,High School,Widowed,49974.0,646.0,41387.0,Home,Employed,18,Fair,0.4881293446248456,31660.0,1.0,1.0,0,Low
69,Non-binary,Bachelor's,Married,62448.0,684.0,,Auto,Employed,18,Excellent,0.4709252851156116,193583.0,0.0,0.0,0,High
67,Male,High School,Single,51821.0,612.0,,Auto,Self-employed,14,Fair,0.2844605486588791,72892.0,2.0,2.0,2,Low
18,Male,PhD,Divorced,,662.0,,Personal,Self-employed,0,Good,0.5842212854534858,232024.0,4.0,3.0,1,Medium
59,Non-binary,PhD,Divorced,113039.0,659.0,30204.0,Auto,Unemployed,1,Fair,0.2841224835425159,,1.0,3.0,2,Medium
63,Female,Master's,Divorced,81852.0,635.0,32276.0,Home,Employed,14,Poor,0.12142396963058,127449.0,1.0,0.0,0,Low
41,Male,Master's,Divorced,69314.0,767.0,49940.0,Business,Employed,19,Excellent,0.5069897834837946,193735.0,2.0,,1,Low
42,Female,Bachelor's,Divorced,95911.0,734.0,34277.0,Personal,Self-employed,3,Fair,0.3786601246713126,218950.0,4.0,2.0,1,Low
62,Female,Master's,Single,33117.0,632.0,35472.0,Auto,Unemployed,12,Poor,0.3866115225741534,282356.0,1.0,4.0,2,Low
21,Male,Bachelor's,Widowed,107858.0,681.0,43593.0,Auto,Unemployed,10,Excellent,0.2011392486654018,281101.0,0.0,4.0,1,Low
36,Male,PhD,Married,116399.0,,34496.0,Business,Employed,14,Fair,0.4904572154113822,,3.0,0.0,1,Medium
22,Male,Master's,Married,103031.0,,10257.0,Personal,Unemployed,2,Fair,0.3184588756722835,243444.0,4.0,4.0,2,Medium
38,Female,Master's,Married,49032.0,670.0,48335.0,Home,Employed,4,Fair,0.3801283748076023,,3.0,,2,Low
68,Non-binary,High School,Widowed,87839.0,,,Business,Unemployed,0,Poor,0.5900714186876138,103834.0,2.0,4.0,2,Low
40,Female,Bachelor's,Divorced,59857.0,788.0,35966.0,Business,Unemployed,15,Excellent,0.101383550054794,36907.0,1.0,4.0,2,Low
22,Female,PhD,Divorced,,764.0,26086.0,Personal,Self-employed,4,Excellent,0.3430465662240145,254913.0,2.0,,0,Medium
56,Male,High School,Single,27288.0,776.0,43222.0,Auto,Unemployed,2,Excellent,0.3044108953448371,200096.0,3.0,,1,Low
18,Female,Bachelor's,Single,82866.0,662.0,9294.0,Home,Unemployed,4,Fair,0.5885534867668877,,,2.0,0,Low
20,Female,Bachelor's,Single,,672.0,34712.0,Auto,Self-employed,1,Excellent,0.5980554936590584,153446.0,4.0,4.0,2,Low
69,Male,High School,Widowed,66380.0,674.0,,Auto,Employed,6,Poor,0.1048142119156279,262454.0,,2.0,0,Low
36,Non-binary,Master's,Divorced,116912.0,736.0,27341.0,Business,Self-employed,4,Poor,0.4849453870569493,182256.0,0.0,0.0,1,Low
33,Non-binary,Master's,Widowed,34656.0,799.0,22458.0,Personal,Self-employed,7,Poor,0.5218206433096184,62792.0,,1.0,0,Low
29,Non-binary,Master's,Widowed,28050.0,691.0,8774.0,Auto,Unemployed,15,Poor,0.4011184539183295,151017.0,2.0,1.0,0,Low
42,Non-binary,Bachelor's,Divorced,52573.0,733.0,21362.0,Home,Employed,10,Fair,0.3029721114667864,,0.0,4.0,2,Low
34,Male,Bachelor's,Married,75034.0,723.0,36856.0,Home,Self-employed,3,Excellent,0.1739861222018099,96591.0,0.0,0.0,1,Low
64,Female,Master's,Married,96907.0,731.0,35332.0,Business,Self-employed,12,Excellent,0.2428664398257989,,2.0,2.0,2,Low
38,Non-binary,Master's,Widowed,,688.0,26162.0,Personal,Unemployed,17,Good,0.4154828750862729,71470.0,4.0,1.0,2,High
54,Non-binary,PhD,Single,,737.0,34529.0,Home,Unemployed,3,Fair,0.2881079698334956,264025.0,2.0,,2,Low
23,Female,High School,Single,20599.0,700.0,6307.0,Personal,Unemployed,8,Fair,0.2219846851891797,67085.0,3.0,0.0,1,High
22,Non-binary,High School,Widowed,52886.0,,25162.0,Auto,Employed,5,Poor,0.3100080595711385,127564.0,3.0,2.0,1,Low
50,Male,PhD,Widowed,86399.0,,22192.0,Home,Employed,8,Good,0.3097515544372321,136917.0,3.0,4.0,1,Low
53,Female,PhD,Married,60693.0,746.0,47733.0,Auto,Employed,2,Good,0.4357614920881171,131495.0,3.0,3.0,2,Low
59,Non-binary,High School,Married,21947.0,601.0,49855.0,Business,Employed,13,Poor,0.1096176690244311,,0.0,2.0,0,High
19,Non-binary,Master's,Widowed,41053.0,,40632.0,Business,Employed,5,Excellent,0.4783480032601173,244596.0,4.0,1.0,2,Low
23,Female,Master's,Divorced,119676.0,729.0,34597.0,Auto,Unemployed,14,Fair,0.3848165305354422,159925.0,,0.0,2,Low
43,Male,High School,Divorced,72022.0,769.0,41441.0,Auto,Self-employed,1,Poor,0.4354084866265664,199104.0,1.0,3.0,0,Medium
46,Non-binary,PhD,Widowed,93285.0,661.0,13948.0,Personal,Self-employed,6,Fair,0.4096618762029661,157344.0,4.0,0.0,0,Low
51,Male,Bachelor's,Single,75775.0,702.0,29721.0,Auto,Unemployed,2,Excellent,0.5615994712266803,,0.0,3.0,0,Low
20,Male,High School,Married,37401.0,706.0,25823.0,Business,Employed,10,Poor,0.3671747750794263,,0.0,2.0,0,Low
65,Female,High School,Single,21772.0,658.0,14270.0,Business,Self-employed,4,Poor,0.2745285515212244,152895.0,2.0,1.0,2,Medium
18,Female,Bachelor's,Divorced,39513.0,649.0,32814.0,Business,Self-employed,13,Fair,0.1574476681894702,42090.0,0.0,4.0,2,Medium
31,Non-binary,High School,Married,63881.0,786.0,,Business,Employed,8,Excellent,0.416315210196182,211865.0,,1.0,1,Low
24,Female,High School,Widowed,55895.0,,35028.0,Home,Employed,15,Excellent,0.2452470790464657,99438.0,4.0,3.0,0,Medium
25,Non-binary,Master's,Divorced,65331.0,763.0,,Personal,Self-employed,0,Excellent,0.4766832811709207,,2.0,3.0,1,Low
23,Non-binary,Bachelor's,Single,49722.0,728.0,6992.0,Home,Unemployed,6,Poor,0.5838263269748564,33692.0,3.0,,1,Low
45,Non-binary,Master's,Divorced,32420.0,780.0,15875.0,Auto,Unemployed,12,Fair,0.1102642135337124,267734.0,2.0,,0,Low
64,Male,Bachelor's,Widowed,30769.0,651.0,24894.0,Auto,Unemployed,3,Excellent,0.3447147977694799,186665.0,,2.0,1,Low
45,Female,High School,Divorced,93352.0,608.0,39006.0,Business,Self-employed,19,Fair,0.5574199224213489,298297.0,0.0,3.0,0,Low
43,Male,Master's,Single,113417.0,,31643.0,Business,Self-employed,19,Good,0.4669982366942644,,4.0,2.0,1,Low
33,Non-binary,Bachelor's,Married,95761.0,659.0,34570.0,Business,Employed,2,Good,0.1937251204876978,255743.0,2.0,,0,High
21,Male,High School,Divorced,108417.0,,,Auto,Employed,8,Excellent,0.3502128952585083,125449.0,3.0,2.0,0,Low
46,Female,Bachelor's,Widowed,,696.0,22427.0,Personal,Unemployed,10,Fair,0.1068652957871459,84079.0,0.0,3.0,0,Low
41,Female,PhD,Single,,794.0,40074.0,Personal,Employed,12,Good,0.1877600560013153,226890.0,1.0,0.0,2,Medium
56,Female,Master's,Widowed,,791.0,18408.0,Personal,Self-employed,17,Excellent,0.2929013444221808,101291.0,3.0,,0,Medium
